EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
851192616,FRIENDS FREELY GIVEN INC,% YULONDA CALDWELL,1308 LONNIE ST,BASTROP,LA,71220-5823,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,P99,
851200217,ONE CROWLEY,% RICHARD VILLEJOIN,515 E JEANETTE ST,CROWLEY,LA,70526-6338,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
851206459,FERRIDAY ATHLETIC FOUNDATION,% CLINT VEGAS,277797 HIGHWAY 15,FERRIDAY,LA,71334-0000,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,N12,
851215485,WOMEN OF WISDOM OF ACAIANA,,200 ALEMEDA ST,LAFAYETTE,LA,70501-3504,0000,03,3,1200,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,,
851218596,MAY5FOUNDATION,% ALEXIA MAYS,1015 EVELINA ST,NEW ORLEANS,LA,70114-1244,0000,03,3,1200,202007,1,04,000000000,1,01,,0,0,00,1,12,,,,A23,
851221243,BAWCOMVILLE HOPE,% RACHEL MAYO HOLMES,516 MARTIN ST,WEST MONROE,LA,71292-6840,0000,03,3,1000,202006,1,15,000000000,1,01,,0,0,02,0,12,,,,K30,
851222747,CULTURE AID NOLA,,1526 MANDEVILLE ST,NEW ORLEANS,LA,70117-8211,0000,03,3,1200,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,A99,
851223346,UNBREAKABLE SOULS,% DEADRIA TALTON,107 LINDA DR,MONROE,LA,71203-6709,0000,03,3,1250,202006,1,04,000000000,5,01,,0,0,00,1,12,,,,B90,
851224991,REVITALIZE NORTH LOUISIANA,% CLINT VEGAS,277797 HIGHWAY 15,FERRIDAY,LA,71334-0000,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,S30,
851237476,PRECIOUS BE,% PRECIOUS BARBER,210 HAMPTON ST,NATCHITOCHES,LA,71457-3006,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,01,0,12,,,,S20,
851245013,ONE STONE COMMUNITY RESOURCES,% CARLY HAMMOND BROWN,339 VERRET ST,NEW ORLEANS,LA,70114-1023,0000,03,3,1000,202006,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
851245712,CHAMP-CHILDREN HAVING A MOTIVATED PURPOSE INC,% TASCHE HARRY,62092 HOLLIS LESLIE RD,ANGIE,LA,70426-2138,0000,03,3,1200,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,O99,
851253241,DIVINE PRINCIPLE FELLOWSHIP,,7109 GENTRY RD,MARRERO,LA,70072-4575,0000,03,3,1230,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,P40,
851258914,GURVINS MARINE & AIR FORCE GUARDIAN ANGELS FOUNDATION,,3310 E GLENNSADE DR,BATON ROUGE,LA,70814-4005,0000,03,3,2000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851263453,UNITED VISIONS FOUNDATION,% TORIRONDA DOUZART,800 S 5TH ST,MONROE,LA,71202-2218,0000,03,3,1200,202006,1,15,000000000,1,01,,0,0,02,0,12,,,,B01,
851279532,COR UNUM INC,,9000 COOK RD,DENHAM SPGS,LA,70726-7832,0000,03,3,7000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,,
851281840,KINGDOM IN ACTION WORLD OUTREACH MINISTRIES,% CRYSTAL BROUSSARD,210 SOUTH VALENTINE STREET,ABBEVILLE,LA,70510-0000,0000,03,3,1000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,P60,
851289575,WOLF PACK LP ATHLETICS,% BLAKE SAIYAN,PO BOX 1497,WALKER,LA,70785-1497,0000,03,3,1000,202006,1,16,000000000,5,01,,0,0,02,0,12,,,,N60,
851306090,JONES CREEK RESCUE TEAM,,27123 FREELAND RD,ELTON,LA,70532-3812,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,M23,
851315221,NORTHWAY COMMUNITY DEVELOPMENT CORPORATION,% JOHN FORD,102 RUE FELICITE,LAFAYETTE,LA,70507-5648,0000,03,3,1200,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,W01,
851321324,BETTER SCHOOLS FOR AMERICA,,4962 FLORIDA BLVD,BATON ROUGE,LA,70806-4031,0000,03,3,2000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851324932,HERE FOR YOU FOUNDATION,,41151 COLONIAL DR,SORRENTO,LA,70778-3432,0000,03,3,2000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851328617,CREED ONE SEVENTEEN,,800 LEBLANC RD,DUSON,LA,70529-4413,0000,03,3,1000,202007,1,04,000000000,1,01,,0,0,00,1,12,,,,N20,
851329473,CENTER FOR UNDERGRADUATE POLICY RESEARCH,% MAX A WEBER,5714 CUCULLU ST,NEW ORLEANS,LA,70115-7036,0000,03,3,1200,202007,1,16,000000000,1,01,,0,0,02,0,06,,,,V05,
851333434,GISMO 2 GO,% ROSALIND MOSLEY,2209 AMELIA AVE,SHREVEPORT,LA,71108-5609,0000,03,3,1200,202007,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,B90,
851335266,ANNIE BELL DAVIS SCHOLARSHIP FUND,,4610 GALAHAD DR,NEW ORLEANS,LA,70127-3210,0000,03,3,1200,202009,1,16,000000000,5,01,,0,0,02,0,12,,,,B82,
851337823,BIG S L A M INC,,237 HARVEST CT,THIBODAUX,LA,70301-3990,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,O20,
851341647,DREAM HOUSE NOLA CENTER,% RENATA JOHNSON,5238 WESTLAKE DR,NEW ORLEANS,LA,70126-2862,0000,03,3,1235,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,B80,
851367293,GREEN EYED BUCK HUNTING CLUB INC,% CHRISTOPHER DUPLANTIS,112 BUCCANEER RD,GRAY,LA,70359-4820,0000,03,3,1000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,N61,GREEN EYED BUCK HUNTING CLUB
851375757,KUEENDOM WOMENS RESOURCES,,1905 PAILET AVE,HARVEY,LA,70058-3519,0000,03,3,1230,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,P43,
851376745,HOUSE OF TULIP,% MARIAH MOORE,3403 NEW ORLEANS ST,NEW ORLEANS,LA,70122-2943,0000,03,3,2000,202006,1,15,000000000,1,01,,0,0,02,0,12,,,,L01,
851377197,WELL CONNECTED RIDERZ,% HAROLD DUHON,1800 7TH AVE,LAKE CHARLES,LA,70601-6640,0000,03,3,1200,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,R11,
851380573,KIDZ FIT FOUNDATION,% LISA BROWN,15078 E LAKEFRONT DR,GONZALES,LA,70737-7077,0000,03,3,2000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,,
851402528,SHREVEPORT KOREAN CHURCH,,3421 N MARKET ST,SHREVEPORT,LA,71107-3812,0000,03,3,7000,202009,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
851402696,MARKET PLACE CHAPEL,% LES RIGGS,2105 MIDDLE CREEK BLVD,BOSSIER CITY,LA,71111-5639,0000,03,3,7000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,X20,
851420496,HELPING HOMES FOUNDATION,,7055 VILLERE DR,BAKER,LA,70714-5345,0000,03,3,2000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851421200,FRIENDS IN UNITY OF LOUISIANA,% CRAIG JOHNSON,2434 COBURN LN,SHREVEPORT,LA,71107-6011,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,R20,
851427884,ART HOUSE BATON ROUGE,,2006 MYRTLE AVE,BATON ROUGE,LA,70806-6722,0000,03,3,2000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
851440531,NOLA BLACK WALL STREET FOUNDATION INC,,53 CYNTHIA ST,WESTWEGO,LA,70094-5806,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,01,0,12,,,,S20,
851449422,CENTER OF HOPE FOR TANGIPAHOA INC,% ELIZABETH P LAFARGUE,307 W DAKOTA ST,HAMMOND,LA,70401-2515,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,01,0,12,,,,P20,
851453822,ON THE MOVE FOR CHRIST FAITH MINISTRY,% LAFONDA HEARD,4055 N SHERWOOD FOREST DR APT 24,BATON ROUGE,LA,70814-5184,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,P99,
851455415,SHREVEPORT VOLUNTEER NETWORK INC,% TOMMY GILES,3554 FOUNTAINBLEAU RD,KEITHVILLE,LA,71047-8545,0000,03,3,1000,202006,1,16,000000000,1,01,,0,0,02,0,12,,,,W24,
851459305,PEOPLE UNITING TO SERVICE HELP,,302 MARTIN LUTHER KING DR,BUNKIE,LA,71322-0000,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
851467943,PARISH BALLET COMPANY,% REBECKA HERRINGTON,4767 MAIN ST,COLLINSTON,LA,71229-6103,0000,03,3,2000,202009,1,16,000000000,5,01,,0,0,02,0,12,,,,A62,
851476059,PIXELS MEDIA FOUNDATION,% COREY MITHELL,141 ROBERT E LEE BLVD,NEW ORLEANS,LA,70124-2534,0000,03,3,1000,202008,1,16,000000000,1,01,,0,0,02,0,12,,,,A25,
851482016,CLOSETED CRAFTS,% MORRIGAN SAMPEY,1508 BAYOU BLUE RD,HOUMA,LA,70364-3503,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,T50,
851485040,ASCENSION ADRENALINE,% SARA KINBERGER,39498 MEADOWBROOK AVE,PRAIRIEVILLE,LA,70769-4831,0000,03,3,1000,202006,1,16,000000000,1,01,,0,0,02,0,06,,,,N63,
851489356,NORTH DESOTO BOYS SOCCER CLUB,,951 RAMBIN RD,STONEWALL,LA,71078-9499,0000,03,3,1200,202008,1,16,000000000,1,01,,0,0,02,0,12,,,,,ND BOYS SOCCER CLUB
851490016,AVS EDUCATIONAL SERVICES,% PETER SCHNEIDER,908 ANDREWS AVE,METAIRIE,LA,70005-2314,0000,03,3,2000,202006,1,04,000000000,1,01,,0,0,00,1,12,,,,B80,
851496929,HOPE FOR TOMORROW MINISTRIES INC,,426 W 4TH ST,HOMER,LA,71040-3850,0000,03,3,1237,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
851518728,BE PREPARED TO VOTE,,1708 9TH AVE,LAKE CHARLES,LA,70601-6616,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,01,0,12,,,,W11,
851525069,SQUISHY GUITAR PROJECT FOUNDATION,,1510 W GLORIA SWITCH RD,CARENCRO,LA,70520-6131,0000,03,3,1000,202010,1,16,000000000,1,01,,0,0,02,0,12,,,,G01,
851529542,ACADIANA VETERAN ALLIANCE,,206 HIDDENWOOD DR,LAFAYETTE,LA,70508-5193,0000,03,3,1200,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,W30,
851530653,LOUISIANA URBAN GARDENING INITIATIVE,,3309 PINES RD,SHREVEPORT,LA,71119-3509,0000,03,3,1200,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,K99,
851536960,JACK AND SUGAR BROWNS TRANSITIONAL HOME,% ERICKA GILMORE,8835 CRESSON DR,DENHAM SPGS,LA,70726-5652,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,P73,
851539066,SPEAK OUT SIS,% IVIANA STEWART,1301 WALL STREET,LECOMPTE,LA,71346-0000,0000,03,3,1500,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,F40,
851546901,BLACK FUTURES IN AMERICA,,613 MANUEL RD,LAKE CHARLES,LA,70607-7019,0000,03,3,1000,202008,1,16,000000000,1,01,,0,0,02,0,12,,,,,
851550970,LA CATAHOULAS BASEBALL CLUB INC,% ROBBIE ALLEN,4300 INDIANA AVE,KENNER,LA,70065-2223,0000,03,3,1200,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,N63,
851559030,MYYRA IMAGE MINISTRIES INC,% KENNY,630 HENDRIX PL,SHREVEPORT,LA,71106-5131,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,A01,
851559359,LIGHTHOUSE CHRISTIAN ACADEMY - E,% TONIA BOLDEN,6526 CHIASSON RD,ABBEVILLE,LA,70511-0000,0000,03,3,2300,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,B24,LCA- E
851563520,ONEMINDSET FOUNDATION INC,% CHANSE SYLVIE,2508 SHERI LN,SHREVEPORT,LA,71109-3026,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,R20,
851566455,NEW ORLEANS FOR LINCOLN BEACH FOUNDATION,% MICHAEL NORMAN,4733 BONITA DR,NEW ORLEANS,LA,70126-4335,0000,03,3,1260,202007,1,16,000000000,1,01,,0,0,02,0,04,,,,T31,
851567712,BASIC NECESSITIES,% PAMELA ROWELL,63 COLONY CIR,SHREVEPORT,LA,71115-3163,0000,03,3,1000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,P60,
851602041,KARE TO SHARE INC,,62196 HOLLIS LESLIE RD,ANGIE,LA,70426-2140,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,B80,
851627473,MARTIN LUTHER KING COMMEMORATIVE ORGANIZATION FOR ST CHARLES INC,,PO BOX 413,HAHNVILLE,LA,70057-0413,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
851629477,LOUISIANA OUTCAST ORGANIZATION,% STEPHEN CARLSON,104 OLD SILO RD,RAYNE,LA,70578-2550,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,07,,,,O11,LAOUTCAST
851631776,COPTIC HEALTH,% CHRISTOPHER MINIAS,1615 POYDRAS ST STE 900,NEW ORLEANS,LA,70112-1282,0000,03,3,1270,202007,1,16,000000000,1,01,,0,0,02,0,06,,,,E80,
851676146,ST MICHAELS MINISTRY OF GNOSIS,,2243 BAYOU RD,THIBODAUX,LA,70301-5835,0000,03,3,1258,202007,1,16,000000000,1,01,201909,0,0,02,0,09,0,0,0,X99,
851685131,CONCERNED BUSINESS PEOPLE OF SHREVEPORT,% ROY GRIGGS,330 MARSHALL ST STE 711,SHREVEPORT,LA,71101-3016,0000,03,3,1000,202008,1,16,000000000,1,01,,0,0,02,0,12,,,,,
851686828,ASCENSION FIRECRACKERS SOFTBALL,% DEREK POLK,16517 GALLION DR,PRAIRIEVILLE,LA,70769-3555,0000,03,3,1000,202010,1,04,000000000,1,01,,0,0,00,1,12,,,,N63,
851688731,MEN UNITED INC,,115 E DAVID DR,HAMMOND,LA,70401-1825,0000,03,3,1000,202007,1,16,000000000,5,01,,0,0,02,0,12,,,,R11,
851698728,HELPFUL NEIGHBORS,,104 PAULMAN DR,LAFAYETTE,LA,70507-5624,0000,03,3,1000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,P20,
851702911,QUEENS HUSTLE HARDER FOUNDATION,% SHONTA TURNER,5208 CLAYCUT RD,BATON ROUGE,LA,70806-7125,0000,03,3,1000,202008,1,15,000000000,1,01,,0,0,02,0,12,,,,S30,
851704245,DOT PALMER FOUNDATION,% PEGGY PALMER,3550 COURTLAND DR,BATON ROUGE,LA,70814-2810,0000,03,3,2000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851721484,TMWS HOPE FOUNDATION,% TIA WASHINGTON,1833 AMERICA ST,BATON ROUGE,LA,70802-3942,0000,03,3,2000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
851722293,BOBBY WEBRES COMMUNITY OUTREACH INITIATIVE INC,% KATHLEEN LOCICERO,41273 BAYOU NARCISSE RD,GONZALES,LA,70737-1918,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,P58,
851723365,BLACK LIVES MATTER BATON ROUGE,,2133 PLANTATION LN,BATON ROUGE,LA,70820-4631,0000,03,3,1000,202008,1,15,000000000,1,01,,0,0,02,0,06,,,,R99,
851744594,DS LEGACY CONSULTING INC,% DEIDRA SNOW,419 MAYFAIR DR,BOSSIER CITY,LA,71111-2223,0000,03,3,2000,202007,1,16,000000000,1,01,,0,0,02,0,12,,,,B99,
851753230,DOMINION LIFE FOUNDATION,,PO BOX 123,DESTREHAN,LA,70047-0123,0000,03,3,1200,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,S43,
851761286,INFINITE LIGHT CHURCH,,36435 W POWERLINE RD,PEARL RIVER,LA,70452-5317,0000,03,3,7000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,X21,
851762107,DRAGONFLY HARBOR,% TIFFANI ROBINSON,173 GRAYWOOD DR,MINDEN,LA,71055-6435,0000,03,3,1000,202010,1,15,000000000,1,01,,0,0,01,0,12,,,,L40,
851774237,WOMEN MEAN BUSINESS INC,% ORION PRATER,1016 CANDLELIGHT CT,MARRERO,LA,70072-2504,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P99,
851783859,STAY WOKE INC,% DEBRA W GOULD,7148 WESTHAVEN RD,NEW ORLEANS,LA,70126-2144,0000,03,3,1200,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,F60,
851812747,CAJUN TAILS RESCUE,,201 RUE BEAUREGARD STE 202,LAFAYETTE,LA,70508-3251,0000,03,3,1240,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,D20,
851861031,LETTUCE GREAUX KIDZ,% MONTRELL FAGGETT,10308 MONTRACHET DR,BATON ROUGE,LA,70817-7480,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,K99,BLACK GIRLS GROW
851871198,JARVIS LANDRY BUILDING WINNERS FOUNDATION,,17505 SOARING FLIGHT DR,PRAIRIEVILLE,LA,70769-5708,0000,03,3,1200,202008,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
851906910,SFD BALLISTIC VESTS,% CASIE KAREVICIUS,221 HILLSIDE CIR,STONEWALL,LA,71078-9581,0000,03,3,1000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,E62,
851909977,CHARLOTTES DREAM HORSE RANCH AND RESCUE,,47504 HIGHWAY 10,FRANKLINTON,LA,70438-5836,0000,03,3,1400,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,D20,
851936629,REALCYCLE CO,% FRANZISKA TRAUTMANN,8502 SPRUCE ST,NEW ORLEANS,LA,70118-1514,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,07,,,,C27,
851961293,PATRIOTS PROTECTING AMERICAN LIBERTIES,% ANTHONY J MONTELEONE,128 ABERDEEN DR,SLIDELL,LA,70461-3930,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P12,
851962983,SOUL SOUNDS VOCAL ACADEMY INC,% MYIA CARTER,712 VOURAY DR APT B,KENNER,LA,70065-1818,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P99,
851967826,ANOTHER CHANCE YOUTH ORGANIZATION,,15144 WOODLORE DR,BATON ROUGE,LA,70816-1556,0000,03,3,2000,202008,1,16,000000000,1,01,,0,0,02,0,12,,,,,
851982324,PRINCESS OF TODAY,,304 S MOONEY AVE APT 36,HAMMOND,LA,70403-3853,0000,03,3,1200,202008,1,15,000000000,1,01,,0,0,02,0,12,,,,,
851989268,WHAT ABOUT THE VICTIMS,,6601 DORCHESTER ST,NEW ORLEANS,LA,70126-1729,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,06,,,,P62,KENISHA K MARTIN SOLE MBR
852033939,337 SOFTBALL,% TYLA SNEAD,104 RUE BON MOT,MILTON,LA,70558-0000,0000,03,3,1000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,N11,
852059662,BLUE BOOK BARKEEPS,% NATHANIEL USREY,8203 ZIMPEL ST,NEW ORLEANS,LA,70118-1167,0000,03,3,1000,202010,1,16,000000000,1,01,,0,0,01,0,12,,,,P20,
852079809,POETRY STILL MATTERS FOUNDATION,% CHRISTIAN DAVENPORT,1225 MANDEVILLE ST,NEW ORLEANS,LA,70117-8410,0000,03,3,1230,202008,1,15,000000000,1,01,,0,0,02,0,04,,,,A20,
852109503,ACADIANA ZYDECO SPICE,% MIA BEN,1824 JASMINE DR,OPELOUSAS,LA,70570-7028,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,06,,,,N65,
852125458,FIELKOW-CHASE FAMILY YOUTH EDUCATION INITIATIVE,,6239 GENERAL DIAZ ST,NEW ORLEANS,LA,70124-3055,0000,03,3,2700,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
852133937,SOUTHEAST LAND CONSERVANCY,% LUCAS WATKINS,607 W MORRIS AVE,HAMMOND,LA,70403-4025,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,C34,
852142500,SOUTH LOUISIANA FISHING ALLIANCE,,151 BEHAM CT,THIBODAUX,LA,70301-6721,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
852151666,DUAL SUPPORT INC,,1527 GAUSE BLVD PMB 156,SLIDELL,LA,70458-2244,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,F60,
852164388,ANGELS PREPARING NATIONS INCORPORATED,% ROMBULUS WASHINGTON,2525 MOSS ST,LAFAYETTE,LA,70501-2129,0000,03,3,1270,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,K30,
852168698,OLLIE & EURIDELL THOMAS FAMILY FOUNDATION,,PO BOX 432,GIBSLAND,LA,71028-0432,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,S32,
852189662,SOUTH COAST PERFORMING ARTS ACADEMY,% STEVEN WILSON JR,3241 HIGHWAY 308,RACELAND,LA,70394-3544,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,06,,,,A60,
852196932,RISE UP MENTAL HEALTH SANCTUARY,% PAULETTE PORTER,5905 HIGHWAY 74,SAINT GABRIEL,LA,70776-4421,0000,03,3,1000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,F30,
852197004,LOREAUVILLE VOLUNTEER FIRE DEPARTMENT INC,,119 BRIDGE STREET,LOREAUVILLE,LA,70552-0000,0000,03,3,6000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,M24,
852213725,LA EMPIRE SOFTBALL,% LUCAS MILES,22064 HIGHWAY 22,MAUREPAS,LA,70449-3312,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,N63,
852214998,TALTON FOUNDATION,% JAVARIOUS TALTON,1709 OAKLAWN DR,MONROE,LA,71202-3041,0000,03,3,1000,202009,1,04,000000000,5,01,,0,0,00,1,12,,,,A19,
852223644,WAVES OF SUCCESS,,800 BEGNAUD ST,BREAUX BRIDGE,LA,70517-5817,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
852250497,INNERVISIONS 3T CLUB INC,,74575 HIGHWAY 59,COVINGTON,LA,70435-0214,0000,03,3,1270,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,O50,
852257292,MARINE ADVISOR FOUNDATION,% ELTON DUNCAN,260 WEST ST,MANDEVILLE,LA,70448-4927,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,W30,
852288452,GOAL GETHER INC,% ANNETTE MORRIS,1819 KINGS ROW,SLIDELL,LA,70461-4801,0000,03,3,1200,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P83,
852290804,BOSS MENTORING INC,% KIMBERLY K HAYNES,4068 NOAH ST,BATON ROUGE,LA,70802-1650,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
852296927,CAJUN COMPASSION,% CHANTEL MATTHIEU,220 WILKIE ST APT 717,LAFAYETTE,LA,70506-4089,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,P85,
852299716,WOODLAWN ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,% JESSICA SELF,5946 JONESBORO RD,WEST MONROE,LA,71292-0374,0000,03,3,1200,202009,1,15,000000000,1,01,,0,0,02,0,06,,,,B94,WOODLAWN ELEMENTARY PTO
852344767,WE ARE BEAUTIFUL INC,% DONNA SNEAR,7001 BUNDY RD APT C33,NEW ORLEANS,LA,70127-2185,0000,03,3,1200,202010,1,16,000000000,1,01,,0,0,02,0,12,,,,O50,
852350272,BLUE KREWE,,2719 URSULINES AVE,NEW ORLEANS,LA,70119-4247,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,S99,
852362965,TODAY ENVIRONMENTAL AWARENESS MATTERS MONROE,% BRADEN WINTERMAN,1104 HILTON ST,MONROE,LA,71201-4320,0000,03,3,1000,202009,1,15,000000000,5,01,,0,0,02,0,12,,,,C20,
852382244,A STRONG MIND INC,,151 EVANGELINE DR,DONALDSONVLLE,LA,70346-4324,0000,03,3,1000,202009,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
852425468,MT ZION COMMUNITY OUTREACH CENTER,,423 SULLIVAN DR,BOGALUSA,LA,70427-4610,0000,03,3,1200,202010,1,15,000000000,1,01,,0,0,02,0,12,,,,B90,
852439925,LOVING OUR COMMUNITYS CHILDREN INC ASCENSION AFFILIATE,% SINEAD HOLLERAN,PO BOX 2024,GONZALES,LA,70707-2024,0000,03,3,1000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,P30,LOCC
852457311,EAST WEST HOPE FOUNDATION,,79369 HIGHWAY 1129,COVINGTON,LA,70435-8306,0000,03,3,7000,202009,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
852459944,SPARTAN PAWS 4 WARRIORS,% TORRI TSAGOURNOS,105 CHURCHILL DOWNS DR,BUSH,LA,70431-4605,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,D61,
852473684,GLP EQUIPPING BLACK MEN ENTERPRISE,% GREG PHILLIPS,4500 SHERWOOD COMMON BLVD APT 703,BATON ROUGE,LA,70816-4259,0000,03,3,1000,202010,1,16,000000000,1,01,,0,0,02,0,12,,,,P80,
852474373,ZACHARY IS A LIGHT INC,,PO BOX 710,ZACHARY,LA,70791-0710,0000,03,3,1000,202009,1,15,000000000,1,01,,0,0,02,0,12,,,,T50,
852528789,CENLA CHAPTER 448,% CHANTELL LEGER,405 BUSINESS LOOP RD,MARKSVILLE,LA,71351-4544,0000,03,3,1000,202009,1,04,000000000,1,01,,0,0,00,1,12,,,,P12,
852542346,ARTIFACT INC,% THOMAS CHAVANNE,1120 TEXAS AVE,SHREVEPORT,LA,71101-0000,0000,03,3,1200,202010,1,16,000000000,1,01,,0,0,02,0,12,,,,B28,
852558636,LIFE CARE FOR WOUNDED WARRIORS,,3900 N CAUSEWAY BLVD STE 1200,METAIRIE,LA,70002-7237,0000,03,3,1000,202010,1,16,000000000,1,01,,0,0,02,0,12,,,,W01,
852601839,A CHRISTIAN TOUCH GIFT BASKETS,% VARONA OUTREACH,6601 GLENDALE ST,METAIRIE,LA,70003-3012,0000,03,3,1700,202010,1,04,000000000,1,01,,0,0,00,1,12,,,,X20,VARONA OUTREACH
852612710,DIO SKATEPARKS,% CONNOR PAGANS,201 FILHIOL AVE APT 1,MONROE,LA,71203-3853,0000,03,3,1000,202010,1,16,000000000,5,01,,0,0,02,0,12,,,,A99,
